suburb_name,postcode,state_code,location_code,country_code
Bonython,2905,ACT,ACT,AU
Boobyalla,7264,TAS,TAS,AU
Boodarie,6722,WA,MEL,AU
Booker Bay,2257,NSW,CCO,AU
Bookham,2582,NSW,ACT,AU
Boolarong,3960,VIC,GPS,AU
Boolgun,5330,SA,MEL,AU
Boomerang Beach,2428,NSW,PMAC,AU
Boomey,2866,NSW,CWT,AU
Boonanarring,6503,WA,MEL,AU
Boondall,4034,QLD,BNE,AU
Boonenne,4610,QLD,BNE,AU
Boorabee Park,2480,NSW,BNOR,AU
Booragul,2284,NSW,NEWC,AU
Boorhaman North,3685,VIC,ALB,AU
Boorook,2372,NSW,SYD,AU
Booroorban,2710,NSW,SHEP,AU
Boorowa,2586,NSW,SYD,AU
Booyong,2480,NSW,BNOR,AU
Border Ranges,2474,NSW,BNOR,AU
Bournda,2550,NSW,BEG,AU
Bowden,5007,SA,ADE,AU
Box Hill,2765,NSW,SYD,AU
Box Hill North,3129,VIC,MEL,AU
Boxwood Hill,6338,WA,MEL,AU
Boya,6056,WA,MEL,AU
Boyer,7140,TAS,TAS,AU
Boyup Brook,6244,WA,MEL,AU
Bracewell,4695,QLD,BNE,AU
Braddon,2612,ACT,ACT,AU
Braefield,2339,NSW,SYD,AU
Braemar,2575,NSW,WOL,AU
Braidwood,2622,NSW,BBAY,AU
Bramley,6285,WA,MEL,AU
Branxholme,3302,VIC,WARR,AU
Brayton,2579,NSW,WOL,AU
Breakaway,4825,QLD,BNE,AU
Bretti,2422,NSW,SYD,AU
Brewarrina,2839,NSW,SYD,AU
Bribbaree,2594,NSW,WAGG,AU
Bribie Island,4507,QLD,SSC,AU
Bridgeman Downs,4035,QLD,BNE,AU
Bridgewater,5155,SA,ADE,AU
Brigalow,4412,QLD,BNE,AU
Bright,3741,VIC,ALB,AU
Brighton,3186,VIC,MEL,AU
Brimbago,5267,SA,MEL,AU
Bringelly,2556,NSW,SYD,AU
Bringenbrong,3707,NSW,ALB,AU
Brisbane,4000,QLD,BNE,AU
Brisbane,9013,QLD,MEL,AU
Brisbane Gpo Boxes,9019,QLD,MEL,AU
Broadbeach Waters,4218,QLD,GOL,AU
Broadlands,3875,VIC,GPS,AU
Broadmeadow,2292,NSW,NEWC,AU
Broadmere,4420,QLD,BNE,AU
Broadwater,4380,QLD,BNE,AU
Broadway,1401,NSW,SYD,AU
Bromelton,4285,QLD,GOL,AU
Bronte,2024,NSW,SYD,AU
Bruarong,3749,VIC,ALB,AU
Bruces Creek,3757,VIC,YEA,AU
Bucca,4670,QLD,BNE,AU
Buchanan,4816,QLD,TSV,AU
Buckingham,4825,QLD,BNE,AU
Buckley Swamp,3301,VIC,WARR,AU
Buckrabanyule,3525,VIC,BEN,AU
Buderim,4556,QLD,SSC,AU
Budgee Budgee,3862,VIC,GPS,AU
Buff Point,2262,NSW,CCO,AU
Buffalo Creek,0812,NT,,AU
Bugle Hut,5311,SA,MEL,AU
Bullabulling,6429,WA,MEL,AU
Bullarto South,3461,VIC,BLR,AU
Bulleen,3105,VIC,MEL,AU
Bumbaldry,2794,NSW,CWT,AU
Bumberry,2870,NSW,CWT,AU
Bumbunga,5520,SA,MEL,AU
Bunbury,6231,WA,MEL,AU
Bundaberg,4670,QLD,BNE,AU
Bundaberg North,4670,QLD,BNE,AU
Bundara,3898,VIC,MEL,AU
Bundarbo,2726,NSW,,AU
Abbotsbury,2176,NSW,SYD,AU
Abergowrie,4850,QLD,BNE,AU
Acacia Gardens,2763,NSW,SYD,AU
Ada,3833,VIC,GPS,AU
Adamstown,2289,NSW,NEWC,AU
Adelaide,5000,SA,ADE,AU
Adelaide Airport,5950,SA,ADE,AU
Adelaide Mail Centre,5885,SA,MEL,AU
Adelaide Mail Centre,5903,SA,MEL,AU
Afterlee,2474,NSW,BNOR,AU
Agnes Banks,2753,NSW,SYD,AU
Aireys Inlet,3231,VIC,GEEL,AU
Albacutya,3424,VIC,HOR,AU
Albert Park,3206,VIC,MEL,AU
Aldavilla,2440,NSW,PMAC,AU
Aldersyde,6306,WA,MEL,AU
Alexandra Hills,4161,QLD,BNE,AU
Alexandria,2015,NSW,SYD,AU
Allambee Reserve,3871,VIC,GPS,AU
Allandale,4310,QLD,GOL,AU
Alleena,2671,NSW,WAGG,AU
Allestree,3305,VIC,WARR,AU
Allworth,2425,NSW,SYD,AU
Alma,5401,SA,MEL,AU
Almurta,3979,VIC,GPS,AU
Alpurrurulam,4825,NT,BNE,AU
Alstonvale,2477,NSW,BNOR,AU
Alumy Creek,2460,NSW,COFF,AU
ALYANGULA,885,VIC,MEL,AU
Ambergate,6280,WA,MEL,AU
Amity Point,4183,QLD,BNE,AU
Andromache,4800,QLD,BNE,AU
Angle Vale,5117,SA,ADE,AU
Anindilyakwa,0822,NT,,AU
Annadale,5356,SA,ADE,AU
Annandale,4814,QLD,TSV,AU
Annerley,4103,QLD,BNE,AU
Apollo Bay,7150,TAS,TAS,AU
Applethorpe,4378,QLD,BNE,AU
Appletree Flat,2330,NSW,SYD,AU
Araluen North,2622,NSW,,AU
Arcadia,4819,QLD,TSV,AU
Archdale Junction,3475,VIC,BEN,AU
Ardmona,3629,VIC,SHEP,AU
Areegra,3480,VIC,BEN,AU
Arkstone,2795,NSW,CWT,AU
Armadale North,3143,VIC,MEL,AU
Armatree,2831,NSW,,AU
Arndell Park,2148,NSW,SYD,AU
Aroona,4551,QLD,SSC,AU
Arthur River,7330,TAS,TAS,AU
Arundel Bc,4214,QLD,GOL,AU
Ascot,6104,WA,MEL,AU
Ashfield,2131,NSW,SYD,AU
Ashfield,6054,WA,MEL,AU
Ashmore,4214,QLD,GOL,AU
Ashwell,4340,QLD,BNE,AU
Aspendale,3195,VIC,MEL,AU
Atherton,4883,QLD,BNE,AU
Atholwood,2361,NSW,SYD,AU
Atitjere,0872,NT,,AU
Auchenflower,4066,QLD,BNE,AU
Audley,2232,NSW,SYD,AU
Aurville,2587,NSW,,AU
Australia Plains,5374,SA,MEL,AU
Australia Square,1212,NSW,SYD,AU
Australia Square,1215,NSW,SYD,AU
Avenel,3664,VIC,YEA,AU
Avon,2574,NSW,WOL,AU
Avonside,2628,NSW,BBAY,AU
Aylmerton,2575,NSW,WOL,AU
Babakin,6428,WA,MEL,AU
Babyl Creek,2470,NSW,BNOR,AU
Back Creek,2422,NSW,SYD,AU
Baddaginnie,3670,VIC,SHEP,AU
Baden,7120,TAS,TAS,AU
Badjaling,6383,WA,MEL,AU
Badu Island,4875,QLD,BNE,AU
Bagot Well,5373,SA,ADE,AU
Bagshot North,3551,VIC,BEN,AU
Bakers Beach,7307,TAS,TAS,AU
Bakers Creek,2422,NSW,SYD,AU
Bakers Creek,4740,QLD,BNE,AU
Bakery Hill,3350,VIC,BLR,AU
Balcolyn,2264,NSW,NEWC,AU
Bald Blair,2365,NSW,SYD,AU
Bald Hills,2549,NSW,BEG,AU
Balgal Beach,4816,QLD,TSV,AU
Ballaying,6315,WA,MEL,AU
Balliang,3340,VIC,BLR,AU
Ballidu,6606,WA,MEL,AU
Balmoral,4171,QLD,BNE,AU
Balwyn,3103,VIC,MEL,AU
Bandon,2871,NSW,CWT,AU
Bangor,2234,NSW,SYD,AU
Banks,2906,ACT,ACT,AU
Bukkulla,2360,NSW,SYD,AU
Bulga,3586,VIC,MEL,AU
Bulgana,3377,VIC,BLR,AU
Bulgary,2650,NSW,WAGG,AU
Bulla Creek,2594,NSW,WAGG,AU
Bullatale,2710,NSW,SHEP,AU
Bulleringa,4871,QLD,BNE,AU
Bulli,2516,NSW,WOL,AU
Bunbartha,3634,VIC,SHEP,AU
Bundaberg East,4670,QLD,BNE,AU
Bundaberg South,4670,QLD,BNE,AU
Bundall,4217,QLD,GOL,AU
Bundalong,3730,VIC,SHEP,AU
Bundalong South,3730,VIC,SHEP,AU
Bundamba,4304,QLD,BNE,AU
Bundanoon,2578,NSW,WOL,AU
Bundanoon,6522,WA,MEL,AU
Bundarra,2359,NSW,SYD,AU
Bundook,2422,NSW,SYD,AU
Bungaree,7256,TAS,TAS,AU
Bungawalbin,2469,NSW,BNOR,AU
Bungeet West,3726,VIC,SHEP,AU
Bungeworgorai,4455,QLD,BNE,AU
Bungulla,2372,NSW,,AU
Bunjurgen,4310,QLD,GOL,AU
Bunya Mountains,4405,QLD,BNE,AU
Burbank,4156,QLD,BNE,AU
Burdell,4818,QLD,TSV,AU
Burleigh Dc,4220,QLD,GOL,AU
Burnley,3121,VIC,MEL,AU
Burpengary Dc,4505,QLD,SSC,AU
Burra,5417,SA,MEL,AU
Burra Eastern Districts,5417,SA,MEL,AU
Burragate,2550,NSW,BEG,AU
Burramine South,3730,VIC,SHEP,AU
Burrum,4659,QLD,BNE,AU
Burrumbuttock,2642,NSW,ALB,AU
Burton,4742,QLD,BNE,AU
Burwood,1805,NSW,SYD,AU
Bushfield,3281,VIC,WARR,AU
Busselton,6280,WA,MEL,AU
Buxton,4660,QLD,BNE,AU
Byabarra,2446,NSW,PMAC,AU
Byaduk North,3300,VIC,WARR,AU
Bywong,2621,NSW,BBAY,AU
Cabbage Tree,3364,VIC,BLR,AU
Cabramatta,2166,NSW,SYD,AU
Cabramurra,2629,NSW,BBAY,AU
Cadell,5321,SA,MEL,AU
Cadoux,6466,WA,MEL,AU
Cairncross,2446,NSW,PMAC,AU
Cairns Dc,4870,QLD,BNE,AU
Calamia,2460,NSW,COFF,AU
Calca,5671,SA,MEL,AU
Callandoon,4390,QLD,BNE,AU
Calorafield,2705,NSW,,AU
Cambewarra Village,2540,NSW,BBAY,AU
Cambra,2420,NSW,SYD,AU
Cambridge,4822,QLD,BNE,AU
Campbell Creek,4625,QLD,BNE,AU
Campbell Town,7210,TAS,TAS,AU
Campbells Creek,3451,VIC,BEN,AU
Cangai,2460,NSW,COFF,AU
Cania,4630,QLD,BNE,AU
Canina,4570,QLD,SSC,AU
Cannie,3540,VIC,BEN,AU
Cannindah,4630,QLD,BNE,AU
Canning Bridge Applecross,6153,WA,MEL,AU
Cannon Creek,4380,QLD,BNE,AU
Capalaba West,4157,QLD,BNE,AU
Cape Borda,5223,SA,MEL,AU
Cape Bridgewater,3305,VIC,WARR,AU
Cape Portland,7264,TAS,TAS,AU
Caragabal,2810,NSW,CWT,AU
Carawa,5680,SA,MEL,AU
Cardstone,4854,QLD,BNE,AU
Carew,5270,SA,MEL,AU
Carlton,3053,VIC,MEL,AU
Carmila,4739,QLD,BNE,AU
Carrabin,6423,WA,MEL,AU
Carrai,2440,NSW,PMAC,AU
Carramar,2163,NSW,SYD,AU
Carrington,4883,QLD,BNE,AU
Carrum,3197,VIC,MEL,AU
Carrum Downs,3201,VIC,MEL,AU
Carss Park,2221,NSW,SYD,AU
Castella,3777,VIC,YEA,AU
Castle Creek,4715,QLD,BNE,AU
Castle Hill,4810,QLD,TSV,AU
Casuarina,6167,WA,MEL,AU
CASUARINA,810,VIC,MEL,AU
Casula,2170,NSW,SYD,AU
Catalina,2536,NSW,BBAY,AU
Cavan,5094,SA,ADE,AU
Caves Beach,2281,NSW,NEWC,AU
Caveton,5291,SA,MEL,AU
Bara,2850,NSW,CWT,AU
Barberton,6510,WA,MEL,AU
Barcaldine Downs,4725,QLD,BNE,AU
Bareena,3220,VIC,GEEL,AU
Bargara,4670,QLD,BNE,AU
Baringhup West,3463,VIC,BLR,AU
Barkly,3381,VIC,,AU
Barnard,4702,QLD,BNE,AU
Barnawartha,3688,VIC,ALB,AU
Barndioota,5434,SA,MEL,AU
Barney Point,4680,QLD,BNE,AU
Barraport West,3537,VIC,BEN,AU
Barretta,7054,TAS,TAS,AU
Barringha,4816,QLD,TSV,AU
Barringun,2840,NSW,,AU
Barringun,4490,QLD,BNE,AU
Barron Gorge,4870,QLD,BNE,AU
BARROW CREEK,872,VIC,MEL,AU
Barwite,3722,VIC,YEA,AU
Bass Hill,2197,NSW,SYD,AU
Bassendean,2365,NSW,SYD,AU
Bassendean,6054,WA,MEL,AU
Bateman,6150,WA,MEL,AU
Bathampton,2795,NSW,CWT,AU
Bayrick,4478,QLD,BNE,AU
Bayswater,6933,WA,MEL,AU
BAYVIEW,820,VIC,MEL,AU
Beacon,6472,WA,MEL,AU
Beaconsfield,2015,NSW,SYD,AU
Bearbong,2827,NSW,SYD,AU
Beaufort,4724,QLD,BNE,AU
BEAZLEYS BRIDGE,3477,VIC,BEN,AU
Beecroft,2119,NSW,SYD,AU
Beelbi Creek,4659,QLD,BNE,AU
Beenaam Valley,4570,QLD,SSC,AU
BEES CREEK,822,VIC,MEL,AU
Beetaloo,5523,SA,MEL,AU
Beilba,4454,QLD,BNE,AU
Bejoording,6566,WA,MEL,AU
Beldon,6027,WA,MEL,AU
Belimbla Park,2570,NSW,SYD,AU
Bell,2786,NSW,SYD,AU
Bellangry,2446,NSW,PMAC,AU
Bellawongarah,2535,NSW,WOL,AU
Bellbrae,3228,VIC,GEEL,AU
Bellellen,3380,VIC,,AU
Bellerive,7018,TAS,TAS,AU
Bellfield,3081,VIC,MEL,AU
Bellingham,7254,TAS,TAS,AU
Belmont,4153,QLD,BNE,AU
Belmunda,4740,QLD,BNE,AU
Belrose West,2085,NSW,SYD,AU
Belyuen,0822,NT,,AU
Benambra,3900,VIC,MEL,AU
Benaraby,4680,QLD,BNE,AU
Bendigo Forward,3551,VIC,BEN,AU
Benjeroop,3579,VIC,MEL,AU
Bensville,2251,NSW,CCO,AU
Bentleigh,3204,VIC,MEL,AU
Bermagui,2546,NSW,BEG,AU
Berrara,2540,NSW,BBAY,AU
Berremangra,2582,NSW,ACT,AU
Berrilee,2159,NSW,SYD,AU
Berrys Creek,3953,VIC,GPS,AU
Berserker,4701,QLD,BNE,AU
Berwick,3806,VIC,GPS,AU
Beverly Hills,2209,NSW,SYD,AU
Bexhill,2480,NSW,BNOR,AU
Biala,2581,NSW,ACT,AU
Bicheno,7215,TAS,TAS,AU
Bickley,6076,WA,MEL,AU
Big Bend,5238,SA,ADE,AU
Big Hill,3231,VIC,GEEL,AU
Bilinga,4225,QLD,GOL,AU
Billabong,3858,VIC,GPS,AU
Billiatt,5311,SA,MEL,AU
Billilingra,2630,NSW,BBAY,AU
Bimbijy,6472,WA,MEL,AU
Bimbourie,3533,VIC,BEN,AU
Bindoon,6502,WA,MEL,AU
BINJARI,852,VIC,MEL,AU
Binjura,2630,NSW,BBAY,AU
Binnaway,2395,NSW,SYD,AU
Birdum,0852,NT,,AU
Birnam,4352,QLD,BNE,AU
Birregurra,3242,VIC,GEEL,AU
Black Forest,5035,SA,ADE,AU
BLACK RANGE,3381,VIC,BLR,AU
Black Rock,5431,SA,MEL,AU
Blackall,4472,QLD,BNE,AU
Blackbull,4871,QLD,BNE,AU
Blackbutt,2529,NSW,WOL,AU
Blackett,2770,NSW,SYD,AU
Blackmans Bay,7052,TAS,TAS,AU
Blackrock,4850,QLD,BNE,AU
Blacksoil,4306,QLD,BNE,AU
Blacktown Westpoint,2148,NSW,SYD,AU
Banyan,3485,VIC,HOR,AU
Bar Point,2083,NSW,CCO,AU
Barbalin,6479,WA,MEL,AU
Barellan,2665,NSW,WAGG,AU
Barkers Vale,2474,NSW,BNOR,AU
Barkly,4825,QLD,BNE,AU
Barmedman,2668,NSW,WAGG,AU
Barnawartha North,3691,VIC,ALB,AU
Barongarook,3249,VIC,GEEL,AU
Barongarook West,3249,VIC,GEEL,AU
Barraba,2347,NSW,SYD,AU
Barrine,4872,QLD,BNE,AU
Barrington,7306,TAS,TAS,AU
Bassendean,6934,WA,MEL,AU
Bassendean Dc,6054,WA,MEL,AU
Batemans Bay,2536,NSW,BBAY,AU
Batesford,3221,VIC,GEEL,AU
Baudin Beach,5222,SA,MEL,AU
Bawley Point,2539,NSW,BBAY,AU
Bayswater,3153,VIC,MEL,AU
Beachlands,6530,WA,MEL,AU
Beachmere,4510,QLD,SSC,AU
Beaconsfield,7270,TAS,TAS,AU
Bedford Park,5042,SA,ADE,AU
Beechmont,4211,QLD,GOL,AU
Beelerup,6239,WA,MEL,AU
Beeron,4626,QLD,BNE,AU
Bees Creek,0822,NT,,AU
Belford,2335,NSW,NEWC,AU
Belfrayden,2650,NSW,WAGG,AU
Belgrave,3160,VIC,MEL,AU
Belgrave Heights,3160,VIC,MEL,AU
Belivah,4207,QLD,GOL,AU
BELLAMACK,832,VIC,MEL,AU
Bellara,4507,QLD,SSC,AU
Bellenden Ker,4871,QLD,BNE,AU
Bellmount Forest,2581,NSW,ACT,AU
Bells Beach,3228,VIC,GEEL,AU
Belmont,3216,VIC,GEEL,AU
Belmont South,2280,NSW,NEWC,AU
Belowra,2545,NSW,BBAY,AU
Belvidere,5255,SA,ADE,AU
BELYUEN,822,VIC,MEL,AU
Ben Lomond,7212,TAS,TAS,AU
Benarkin,4306,QLD,BNE,AU
Benbournie,5453,SA,MEL,AU
Bend Of Islands,3097,VIC,YEA,AU
Bendigo,3550,VIC,BEN,AU
Bendigo Dc,3554,VIC,BEN,AU
Bengworden,3875,VIC,GPS,AU
Benholme,4754,QLD,BNE,AU
Benloch,3435,VIC,YEA,AU
Bentleigh East,3165,VIC,MEL,AU
Bentley,6982,WA,MEL,AU
Bentley Dc,6102,WA,MEL,AU
Bentley Park,4869,QLD,BNE,AU
Berala,2141,NSW,SYD,AU
Beresfield,2322,NSW,NEWC,AU
Bernier Island,6701,WA,MEL,AU
Berowra,2081,NSW,SYD,AU
BERRIMAH,828,VIC,MEL,AU
BESWICK CREEK,852,VIC,MEL,AU
Bibra Lake Dc,6965,WA,MEL,AU
Bidgeemia,2642,NSW,ALB,AU
Bielsdown Hills,2453,NSW,COFF,AU
Big Ridge,2330,NSW,SYD,AU
Big Springs,2650,NSW,WAGG,AU
Biggara,3707,VIC,ALB,AU
Bilbul,2680,NSW,WAGG,AU
Biloela,4715,QLD,BNE,AU
Bimbimbie,2536,NSW,BBAY,AU
Binda,2583,NSW,SYD,AU
Bindi Bindi,6574,WA,MEL,AU
Bingara,2404,NSW,SYD,AU
Bingil Bay,4852,QLD,BNE,AU
Biniguy,2399,NSW,SYD,AU
Binna Burra,4211,QLD,GOL,AU
Binnum,5262,SA,MEL,AU
Birdsville,4482,QLD,BNE,AU
Birmingham Gardens,2287,NSW,NEWC,AU
Birnam,4285,QLD,GOL,AU
Birrong,2143,NSW,SYD,AU
Black Creek,2439,NSW,PMAC,AU
Black Creek,2729,NSW,WAGG,AU
Black Range,2550,NSW,BEG,AU
Black Rock,3193,VIC,MEL,AU
Blackalls Park,2283,NSW,NEWC,AU
Blackburn,3130,VIC,MEL,AU
Blackford,5275,SA,MEL,AU
Blackmans Point,2444,NSW,PMAC,AU
Blacksmiths,2281,NSW,NEWC,AU
Blackwarry,3844,VIC,GPS,AU
Blackwood,3458,VIC,BLR,AU
Blackwood Creek,7301,TAS,TAS,AU
Blair Athol West,5084,SA,ADE,AU
Bamarang,2540,NSW,BBAY,AU
Bambaroo,4850,QLD,BNE,AU
Bandiana Milpo,3694,VIC,ALB,AU
Banjup,6164,WA,MEL,AU
Banksiadale,6213,WA,MEL,AU
Bankstown Aerodrome,2200,NSW,SYD,AU
Bannockburn,3331,VIC,GEEL,AU
Banoon,2347,NSW,SYD,AU
Banyabba,2469,NSW,BNOR,AU
Bar Beach,2300,NSW,NEWC,AU
Barambah,4601,QLD,SSC,AU
Barcaldine,4725,QLD,BNE,AU
Bardwell Valley,2207,NSW,SYD,AU
Baree,4714,QLD,BNE,AU
Barkstead,3364,VIC,BLR,AU
Baromi,3871,VIC,GPS,AU
Baroota,5495,SA,MEL,AU
Barossa Goldfields,5351,SA,ADE,AU
Barrabool,3221,VIC,GEEL,AU
Barrack Heights,2528,NSW,WOL,AU
Barramunga,3249,VIC,GEEL,AU
Barrow Creek,0872,NT,,AU
Baryulgil,2460,NSW,COFF,AU
Bass,3991,VIC,GPS,AU
Bassendean Dc,6942,WA,MEL,AU
Bauhinia,4718,QLD,BNE,AU
Bauple,4650,QLD,BNE,AU
Bayles,3981,VIC,GPS,AU
Bayview Heights,4868,QLD,BNE,AU
Beaconsfield,6162,WA,MEL,AU
Bealiba,3475,VIC,BEN,AU
Bears Lagoon,3517,VIC,BEN,AU
Beaufort,5550,SA,MEL,AU
Beaufort River,6394,WA,MEL,AU
Beaumont,5066,SA,ADE,AU
Beaumont,6450,WA,MEL,AU
Beechina,6556,WA,MEL,AU
Beedelup,6260,WA,MEL,AU
Beelbangera,2680,NSW,WAGG,AU
Beemunnel,2824,NSW,SYD,AU
Beerburrum,4517,QLD,SSC,AU
Beermullah,6503,WA,MEL,AU
Belanglo,2577,NSW,WOL,AU
Belconnen,2617,ACT,ACT,AU
Bellbird,2325,NSW,NEWC,AU
Bellbird Creek,3889,VIC,MEL,AU
Bellbowrie,4070,QLD,BNE,AU
Belmont,2280,NSW,NEWC,AU
Belvedere,4860,QLD,BNE,AU
Benair,4610,QLD,BNE,AU
Benalla,3671,VIC,SHEP,AU
Benalla West,3672,VIC,SHEP,AU
Benarkin North,4306,QLD,BNE,AU
Bencubbin,6477,WA,MEL,AU
Benerembah,2680,NSW,WAGG,AU
Bennettswood,3125,VIC,MEL,AU
Bentley,6102,WA,MEL,AU
Benwerrin,3235,VIC,GEEL,AU
Berlang,2622,NSW,BBAY,AU
Berri,5343,SA,MEL,AU
Berrico,2422,NSW,SYD,AU
Berrinba,4117,QLD,BNE,AU
Berringama,3691,VIC,ALB,AU
Berry,2535,NSW,WOL,AU
Berry Park,2321,NSW,NEWC,AU
Berry Springs,0838,NT,,AU
BERRY SPRINGS,838,VIC,MEL,AU
Berthong,2594,NSW,WAGG,AU
Bethel,5373,SA,ADE,AU
Bethungra,2590,NSW,WAGG,AU
Bexley,2207,NSW,SYD,AU
Bexley South,2207,NSW,SYD,AU
Bibbenluke,2632,NSW,BEG,AU
Biddeston,4401,QLD,BNE,AU
Big Hill,2579,NSW,WOL,AU
Big Yengo,2330,NSW,SYD,AU
Bilingurr,6725,WA,MEL,AU
Billinudgel,2483,NSW,BNOR,AU
Billys Creek,2453,NSW,COFF,AU
Binginwarri,3966,VIC,GPS,AU
Binna Burra,2479,NSW,BNOR,AU
BIRDUM,852,VIC,MEL,AU
Birkenhead,5015,SA,ADE,AU
Black Jungle,0822,NT,,AU
Black Mountain,2601,ACT,ACT,AU
Black River,4818,QLD,TSV,AU
Blackmore,0822,NT,,AU
Blackstone,4304,QLD,BNE,AU
Blackville,2343,NSW,SYD,AU
Bland,2721,NSW,WAGG,AU
Blowhard,3352,VIC,BLR,AU
Blue Mountain Heights,4350,QLD,BNE,AU
Blue Nobby,2410,NSW,SYD,AU
Blythdale,4455,QLD,BNE,AU
Boat Harbour Beach,7321,TAS,TAS,AU
Bobs Creek,2443,NSW,PMAC,AU
Bungadoo,4671,QLD,BNE,AU
Bungalally,3401,VIC,HOR,AU
Bungalow,4870,QLD,BNE,AU
Bungil,4455,QLD,BNE,AU
Bunglegumbie,2830,NSW,CWT,AU
Bunguluke,3527,VIC,BEN,AU
Bungundarra,4703,QLD,BNE,AU
Bunnaloo,2731,NSW,SHEP,AU
Bunya Creek,4655,QLD,BNE,AU
Burgowan,4659,QLD,BNE,AU
Burleigh Town,4220,QLD,GOL,AU
Burlong,6401,WA,MEL,AU
Burnett Creek,4310,QLD,GOL,AU
Burnie,7917,TAS,TAS,AU
Burra Creek,2722,NSW,WAGG,AU
Burrangong,2594,NSW,WAGG,AU
Burrapine,2447,NSW,COFF,AU
Burrawang,2577,NSW,WOL,AU
Burrell Creek,2429,NSW,PMAC,AU
Burringbar,2483,NSW,BNOR,AU
Burrundie,0822,NT,,AU
Burrungule,5291,SA,MEL,AU
BURT PLAIN,872,VIC,MEL,AU
Burton,5110,SA,ADE,AU
Burwood Heights,2136,NSW,SYD,AU
Burwood Heights,3151,VIC,MEL,AU
Bushells Ridge,2259,NSW,NEWC,AU
Bushley,4702,QLD,BNE,AU
Bushy Park,7140,TAS,TAS,AU
Byangum,2484,NSW,BNOR,AU
Byawatha,3678,VIC,ALB,AU
Bygalorie,2669,NSW,,AU
Bynoe,0822,NT,,AU
BYNOE HARBOUR,822,VIC,MEL,AU
Byrock,2831,NSW,SYD,AU
Cabarita Beach,2488,NSW,BNOR,AU
Caboolture South,4510,QLD,SSC,AU
Caerleon,2850,NSW,CWT,AU
Caffey,4343,QLD,BNE,AU
Cainbable,4285,QLD,GOL,AU
Calarie,2871,NSW,CWT,AU
Caldervale,4478,QLD,BNE,AU
Calingiri,6569,WA,MEL,AU
Callala Beach,2540,NSW,BBAY,AU
Callemondah,4680,QLD,BNE,AU
Calliope,2462,NSW,COFF,AU
Calulu,3875,VIC,GPS,AU
Camboon,2849,NSW,SYD,AU
Cambrai,5353,SA,ADE,AU
Camden,2570,NSW,SYD,AU
Cameron Corner,2880,NSW,,AU
CAMP CREEK,822,VIC,MEL,AU
Camp Mountain,4520,QLD,BNE,AU
Campania,7026,TAS,TAS,AU
Campaspe West,3564,VIC,SHEP,AU
Campbells Forest,3556,VIC,BEN,AU
Campbells Pocket,4521,QLD,SSC,AU
Campbelltown,3364,VIC,BLR,AU
Campbelltown,5074,SA,ADE,AU
Campoona,5640,SA,MEL,AU
Campwin Beach,4737,QLD,BNE,AU
Canadian Lead,2850,NSW,CWT,AU
Canal Creek,4702,QLD,BNE,AU
Candelo,2550,NSW,BEG,AU
Canley Heights,2166,NSW,SYD,AU
Canning Vale South,6155,WA,MEL,AU
Cannington,6987,WA,MEL,AU
Cannon Valley,4800,QLD,BNE,AU
Canyonleigh,2577,NSW,WOL,AU
Cape Cleveland,4810,QLD,TSV,AU
Cape Jervis,5204,SA,ADE,AU
Cape Moreton,4025,QLD,BNE,AU
Cape Woolamai,3925,VIC,GPS,AU
Capertee,2846,NSW,CWT,AU
Carabooda,6033,WA,MEL,AU
Carag Carag,3623,VIC,SHEP,AU
Carbrook,4130,QLD,GOL,AU
Carcuma,5301,SA,MEL,AU
Cardiff,6225,WA,MEL,AU
Cardigan Village,3352,VIC,BLR,AU
Cardwell,4849,QLD,BNE,AU
Carlingford Court,2118,NSW,SYD,AU
Carlotta,6275,WA,MEL,AU
Carlton,2218,NSW,SYD,AU
Carmel,6076,WA,MEL,AU
Carpendale,4344,QLD,BNE,AU
Carrajung Lower,3844,VIC,GPS,AU
Carrathool,2711,NSW,SYD,AU
Carrick,7291,TAS,TAS,AU
Carrowbrook,2330,NSW,SYD,AU
Casey,7151,TAS,TAS,AU
Casino,2470,NSW,BNOR,AU
Castletown,6450,WA,MEL,AU
Casuarina,0810,NT,,AU
Caurnamont,5238,SA,ADE,AU
Cedar Brush Creek,2259,NSW,NEWC,AU
Central Plateau,7304,TAS,TAS,AU
Central Queensland Mc,4702,QLD,BNE,AU
Chain Valley Bay,2259,NSW,NEWC,AU
Chapel Flat,3352,VIC,BLR,AU
Charam,3318,VIC,HOR,AU
Charleston,5244,SA,ADE,AU
Charlestown,4608,QLD,BNE,AU
Charlotte Bay,2428,NSW,PMAC,AU
Chatham Valley,2787,NSW,SYD,AU
Chatswood West,2067,NSW,SYD,AU
Chelona,4740,QLD,BNE,AU
Chermside West,4032,QLD,BNE,AU
Cherryville,5134,SA,ADE,AU
Cherwell,4660,QLD,BNE,AU
Chigwell,7011,TAS,TAS,AU
Chisholm,2322,NSW,NEWC,AU
Chiswick,2046,NSW,SYD,AU
Chowan Creek,2484,NSW,BNOR,AU
Christie Downs,5164,SA,ADE,AU
Christmas Island,6798,WA,MEL,AU
Churchill,4305,QLD,BNE,AU
Chute,3373,VIC,BLR,AU
City,2601,ACT,ACT,AU
Clapham,5062,SA,ADE,AU
CLARAVALE,822,VIC,MEL,AU
Clarence Park,5034,SA,ADE,AU
Clarendon,5157,SA,ADE,AU
Clayfield,4011,QLD,BNE,AU
Clayton South,3169,VIC,MEL,AU
